PGC,OBJNAME,V,V_VIR,MOD,MOD_ERR,D,D_ERR
2630720,PGC2630720,11576.4,11879.3937264649,36.14,0.46,169.044,35.8099
2832032,PGC2832032,10950.7,11102.070490075237,36.14,0.11,169.044,8.56324
2832035,PGC2832035,11565.4,11780.08394271197,36.14,0.05,169.044,3.89238
3087835,PGC3087835,12574.8,12818.664469655461,36.14,0.46,169.044,35.8099
3088430,PGC3088430,12283.5,12540.612293918304,36.14,0.46,169.044,35.8099
3090188,PGC3090188,11694.3,11673.068866004205,36.14,0.46,169.044,35.8099
3090235,PGC3090235,7846.7,8021.923239540232,36.14,0.46,169.044,35.8099
3094313,PGC3094313,12884.1,12712.327084168872,36.14,0.55,169.044,42.8162
3094531,PGC3094531,10379.8,10343.051968509277,36.14,0.8,169.044,62.2781
3359083,2MASXJ11101288+0447039,9063.2,9079.520835021925,36.14,0.23,169.044,17.905
3359305,2MASXJ11094134+0452052,9121.1,9137.482741425149,36.14,0.23,169.044,17.905
3399910,2MASXJ10413250+4929144,13358.4,13552.905233643627,36.14,0.46,169.044,35.8099
3400657,2MASXJ11292359+5112364,9797.1,10017.159982210405,36.14,0.33,169.044,25.6897
3400658,2MASXJ11290518+5110225,9795.7,10015.52424822445,36.14,0.33,169.044,25.6897
3716644,2MASXJ07043911-7023072,11426.5,11119.42926841062,36.14,0.63,169.044,49.044
3763452,2MASXJ10573696+2353523,13173.8,13272.473567329394,36.14,0.33,169.044,25.6897
3769132,2MASXJ11192351+3833284,10914.6,11087.048130960366,36.14,0.46,169.044,35.8099
3771758,2MASXJ11290732+2707416,9917.0,10048.585015641997,36.14,0.46,169.044,35.8099
3789728,2MASXJ12283494+1835250,7060.0,7190.253024465381,36.14,0.46,169.044,35.8099
3843838,2MASXJ15181565+0431021,10987.8,11138.993472734086,36.14,0.11,169.044,8.56324
3844105,2MASXJ15185861+0431454,11543.1,11694.588043044785,36.14,0.11,169.044,8.56324
3857701,2MASXJ16011808+1644535,10835.7,11051.480067491933,36.14,0.05,169.044,3.89238
3857828,2MASXJ16013923+1600516,10588.3,10801.255200518706,36.14,0.05,169.044,3.89238
3857956,2MASXJ16020214+1610081,11415.2,11628.850050398025,36.14,0.05,169.044,3.89238
3858000,2MASXJ16021028+1556392,11088.9,11301.686144012587,36.14,0.05,169.044,3.89238
3858049,2MASXJ16021949+1618062,11574.7,11788.93707538664,36.14,0.05,169.044,3.89238
3858072,2MASXJ16022304+1556222,10019.4,10232.212924500405,36.14,0.05,169.044,3.89238
3858074,2MASXJ16022333+1559469,10412.9,10625.939900407733,36.14,0.05,169.044,3.89238
3858086,2MASXJ16022500+1556449,10083.9,10296.744655568831,36.14,0.05,169.044,3.89238
3858144,2MASXJ16023573+1420079,10596.3,10802.69157816275,36.14,0.05,169.044,3.89238
3858200,2MASXJ16024513+1614539,10559.1,10773.215665744037,36.14,0.05,169.044,3.89238
3858211,2MASXJ16024803+1643228,10299.6,10515.598414291893,36.14,0.05,169.044,3.89238
3858351,2MASXJ16031352+1453395,10871.9,11080.69586875734,36.14,0.05,169.044,3.89238
3858413,2MASXJ16032323+1431286,10708.7,10916.029408925446,36.14,0.05,169.044,3.89238
3858462,2MASXJ16033287+1512556,11351.8,11561.95969127532,36.14,0.05,169.044,3.89238
3858710,2MASXJ16042031+1639483,13516.9,13732.984100010794,36.14,0.05,169.044,3.89238
3858830,2MASXJ16043855+1635572,13172.4,13388.294275551501,36.14,0.05,169.044,3.89238
3859029,2MASXJ16051341+1639178,13648.2,13864.432756323864,36.14,0.05,169.044,3.89238
3859185,2MASXJ16054022+1535308,12254.3,12466.408728438339,36.14,0.05,169.044,3.89238
3859199,2MASXJ16054228+1626258,13267.7,13483.185457799747,36.14,0.05,169.044,3.89238
3859206,2MASXJ16054299+1548528,13494.8,13707.806688998779,36.14,0.05,169.044,3.89238
3859455,2MASXJ16062600+1633361,13149.5,13365.602837875633,36.14,0.05,169.044,3.89238
3859551,2MASXJ16064241+1540361,11965.0,12177.656902333974,36.14,0.05,169.044,3.89238
3860457,2MASXJ16092565+1812577,11108.7,11331.81251185992,36.14,0.05,169.044,3.89238
3898883,2MASXJ18302832-6443153,11034.5,10844.776499536829,36.14,0.62,169.044,48.2656
25489,UGC04758,10280.6,10306.701587361234,36.1408,0.34463,169.105,26.8384
49483,ESO384-011,11925.5,11836.840887591703,36.1416,0.316216,169.168,24.6348
84607,PGC084607,10129.8,10301.511667799032,36.1448,0.124447,169.415,9.7092
23072,ESO060-001,10663.9,10365.538710834791,36.1457,0.277732,169.492,21.678
84599,PGC084599,10016.8,10188.339088227674,36.1467,0.122352,169.564,9.55414
91404,PGC091404,10841.2,10997.37213224453,36.1471,0.0222361,169.601,1.73673
12581,UGC02695,10983.5,10889.872485208269,36.15,0.0479004,169.824,3.74614
16028,IC0393,11743.0,11524.938746466876,36.15,0.25,169.824,19.5518
17871,ESO306-027,14059.6,13765.177101863908,36.15,0.56,169.824,43.7959
19777,ESO256-005,11721.5,11428.260030751451,36.15,0.55,169.824,43.0139
22791,PGC022791,8837.4,8800.253096274713,36.15,0.33,169.824,25.8083
30648,PGC030648,11039.1,11156.611204782079,36.15,0.33,169.824,25.8083
45238,PGC045238,11798.3,12037.778363528483,36.15,0.16,169.824,12.5131
49433,PGC049433,12548.5,12709.538628890468,36.15,0.2,169.824,15.6414
53028,UGC09558,13490.7,13687.190881456801,36.15,0.2,169.824,15.6414
53528,UGC09634,12806.0,13016.591260977044,36.15,0.2,169.824,15.6414
55158,PGC055158,12592.1,12747.946005025264,36.15,0.33,169.824,25.8083
56876,PGC056876,12526.3,12731.286289067582,36.15,0.2,169.824,15.6414
58006,PGC058006,11594.5,11842.502002127945,36.15,0.46,169.824,35.9752
71344,PGC071344,13102.8,13167.51919226957,36.15,0.25,169.824,19.5518
72753,ESO538-001,11248.1,11140.988005192003,36.15,0.53,169.824,41.4497
95530,PGC095530,11613.4,11394.576954331369,36.15,0.25,169.824,19.5518
95582,PGC095582,12521.8,12587.82682647975,36.15,0.25,169.824,19.5518
95583,PGC095583,12848.4,12913.080387573218,36.15,0.25,169.824,19.5518
95729,PGC095729,12666.6,12734.486662692076,36.15,0.25,169.824,19.5518
95731,PGC095731,12634.5,12701.540369862747,36.15,0.25,169.824,19.5518
128413,PGC128413,9313.5,9062.614076897355,36.15,0.5,169.824,39.1035
141880,PGC141880,13246.4,12978.369336601514,36.15,0.51,169.824,39.8856
156918,PGC156918,9507.4,9469.679472807802,36.15,0.6,169.824,46.9242
170716,PGC170716,10820.2,10563.235646029185,36.15,0.58,169.824,45.3601
178752,PGC178752,12839.9,12552.497538625585,36.15,0.6,169.824,46.9242
178777,PGC178777,8265.3,7954.9356370169135,36.15,0.75,169.824,58.6553
191052,PGC191052,12622.7,12604.377550006047,36.15,0.51,169.824,39.8856
360311,PGC360311,9943.7,9757.622377648717,36.15,0.58,169.824,45.3601
953780,PGC953780,8659.0,8703.621029419442,36.15,0.53,169.824,41.4497
1037445,PGC1037445,13754.0,13709.420559684218,36.15,0.62,169.824,48.4883
1099186,PGC1099186,13938.8,13887.302187249266,36.15,0.64,169.824,50.0525
1399689,PGC1399689,13849.8,13807.935294269953,36.15,0.46,169.824,35.9752
1444949,PGC1444949,12810.0,12874.771536878352,36.15,0.25,169.824,19.5518
1459820,PGC1459820,12268.2,12320.128860574116,36.15,0.46,169.824,35.9752
1470884,PGC1470884,8895.2,8858.078335929205,36.15,0.33,169.824,25.8083
1546920,PGC1546920,13620.5,13594.89759309669,36.15,0.46,169.824,35.9752
1577704,PGC1577704,13384.3,13509.833822500974,36.15,0.33,169.824,25.8083
1577994,PGC1577994,13493.8,13619.545962123597,36.15,0.33,169.824,25.8083
1849730,PGC1849730,13400.9,13666.982374293219,36.15,0.46,169.824,35.9752
1981595,PGC1981595,11195.8,11313.134495501721,36.15,0.33,169.824,25.8083
3087597,PGC3087597,9239.3,9542.971526987134,36.15,0.46,169.824,35.9752
3087763,PGC3087763,11260.2,11497.791371307438,36.15,0.16,169.824,12.5131
3087764,PGC3087764,10955.1,11194.347926384256,36.15,0.16,169.824,12.5131
3088689,PGC3088689,9089.5,9370.784936131391,36.15,0.33,169.824,25.8083
3092717,PGC3092717,9631.9,9510.77097272641,36.15,0.58,169.824,45.3601
3093463,PGC3093463,12237.8,12190.590923220108,36.15,0.6,169.824,46.9242
3373931,2MASXJ22175024+1259415,10792.9,10895.099325477519,36.15,0.46,169.824,35.9752
3377913,2MASXJ00255884+1355451,12540.1,12565.821882091772,36.15,0.46,169.824,35.9752
3412097,2MASXJ16545533+3443105,9071.0,9352.27107930057,36.15,0.33,169.824,25.8083
3552899,2MASXJ13044915+4333220,11445.3,11684.609705873045,36.15,0.16,169.824,12.5131
3552978,2MASXJ13052516+4327033,11125.0,11364.281481605203,36.15,0.16,169.824,12.5131
3752106,2MASXJ10104556-2043442,9342.2,9201.577616634195,36.15,0.64,169.824,50.0525
3819467,2MASXJ14060375+1230158,11606.7,11764.037669971813,36.15,0.46,169.824,35.9752
3829170,2MASXJ14343440+2924424,9482.1,9716.775480983477,36.15,0.46,169.824,35.9752
3846779,2MASXJ15264039+0442527,12673.9,12828.730171269617,36.15,0.33,169.824,25.8083
3978284,2MASXJ23150511-7116199,8690.7,8428.867155910015,36.15,0.56,169.824,43.7959
56011,PGC056011,9589.0,9853.67150799037,36.1505,0.280053,169.866,21.9075
69198,NGC7312,8296.3,8354.391391102292,36.1512,0.387159,169.918,30.2952
57111,UGC10195,10729.4,10951.83442803012,36.1517,0.295069,169.957,23.0945
69092,PGC069092,11950.2,12091.399932816052,36.1522,0.259697,170.0,20.3312
7933,UGC01567,9020.1,9137.822103705119,36.1527,0.301909,170.033,23.6403
71343,NGC7649,12475.9,12543.785308227945,36.1543,0.288577,170.164,22.614
1463291,PGC1463291,12643.2,12710.881863273955,36.155,0.25005,170.216,19.6007
4964,ESO352-056,10058.4,9839.538876334755,36.1569,0.295228,170.364,23.1622
30751,IC0615,9700.5,9719.78771882403,36.1573,0.31814,170.398,24.9648
70871,PGC070871,12185.9,12264.987402816734,36.1592,0.24871,170.544,19.5332
67332,UGC11809,10889.9,10989.44648928565,36.1598,0.381819,170.596,29.9966
22350,NGC2484,12238.9,12317.092468697003,36.16,0.19,170.608,14.9279
24099,NGC2602,13351.2,13512.287776861089,36.16,0.33,170.608,25.9274
24257,ESO563-005,10532.9,10350.293904381124,36.16,0.51,170.608,40.0697
25538,ESO036-017,11746.7,11456.715418519021,36.16,0.7,170.608,54.9976
28953,PGC028953,10180.8,10371.656752289326,36.16,0.46,170.608,36.1413
28996,PGC028996,13569.7,13518.077828720277,36.16,0.46,170.608,36.1413
34073,PGC034073,10296.6,10355.042571139209,36.16,0.2,170.608,15.7136
38954,PGC038954,13625.0,13892.271209486567,36.16,0.27,170.608,21.2134
48503,PGC048503,10086.5,10183.59033440418,36.16,0.46,170.608,36.1413
54676,PGC054676,10126.8,10294.796570593806,36.16,0.09,170.608,7.07112
54943,PGC054943,10720.7,10892.221691857138,36.16,0.09,170.608,7.07112
54966,PGC054966,11415.0,11588.248480558652,36.16,0.09,170.608,7.07112
55033,PGC055033,9803.3,9975.814233181014,36.16,0.09,170.608,7.07112
55100,PGC055100,10350.3,10522.692371674117,36.16,0.09,170.608,7.07112
55198,PGC055198,10245.9,10486.435550114878,36.16,0.2,170.608,15.7136
84579,PGC084579,10454.8,10626.320665455967,36.16,0.09,170.608,7.07112
84584,PGC084584,10037.7,10208.82004500841,36.16,0.09,170.608,7.07112
84585,PGC084585,9394.9,9565.543199253078,36.16,0.09,170.608,7.07112
84587,PGC084587,10976.1,11147.059970077547,36.16,0.09,170.608,7.07112
84617,PGC084617,9019.9,9191.695624294565,36.16,0.09,170.608,7.07112
84618,PGC084618,11145.1,11318.403190887659,36.16,0.09,170.608,7.07112
93719,PGC093719,11741.4,11944.992288842153,36.16,0.46,170.608,36.1413
95527,PGC095527,12237.1,12018.219961365392,36.16,0.25,170.608,19.642
142623,PGC142623,11305.6,11045.331921173476,36.16,0.58,170.608,45.5694
143529,PGC143529,12726.0,12684.023947678628,36.16,0.46,170.608,36.1413
147735,PGC147735,12028.0,11771.547298848654,36.16,0.76,170.608,59.7117
148438,PGC148438,12437.2,12136.53785964896,36.16,0.52,170.608,40.8554
182542,PGC182542,7308.4,7261.356609731975,36.16,0.58,170.608,45.5694
345398,PGC345398,12883.0,12571.831498467094,36.16,0.53,170.608,41.641
415774,PGC415774,9983.2,9786.39118016476,36.16,0.58,170.608,45.5694
897307,PGC897307,13216.4,13015.924789983503,36.16,0.67,170.608,52.6406
923523,PGC923523,11066.9,11086.752828638091,36.16,0.56,170.608,43.9981
924956,PGC924956,8728.9,8542.303718727204,36.16,0.6,170.608,47.1408
945086,PGC945086,9558.2,9353.144685054871,36.16,0.65,170.608,51.0692
969263,PGC969263,13744.6,13665.180172329625,36.16,0.46,170.608,36.1413
1668178,PGC1668178,10800.6,10833.570238754428,36.16,0.46,170.608,36.1413
1685201,PGC1685201,12979.5,13164.255649219818,36.16,0.46,170.608,36.1413
2033541,PGC2033541,11599.3,11816.46026398223,36.16,0.46,170.608,36.1413
2110386,PGC2110386,12199.5,12277.340790711727,36.16,0.19,170.608,14.9279
2268266,PGC2268266,12293.6,12565.453124780353,36.16,0.46,170.608,36.1413
2515339,PGC2515339,13777.7,13951.20366627733,36.16,0.33,170.608,25.9274
3081328,PGC3081328,11300.8,11009.00488857507,36.16,0.56,170.608,43.9981
3081779,PGC3081779,13525.6,13315.442287734593,36.16,0.66,170.608,51.8549
3082479,PGC3082479,11312.3,11270.038925515139,36.16,0.68,170.608,53.4262
3088286,PGC3088286,12257.5,12334.149466262532,36.16,0.19,170.608,14.9279
3093370,PGC3093370,10969.3,11015.336097152383,36.16,0.71,170.608,55.7833
3361413,2MASXJ12115703+6542258,13656.1,13922.983402637588,36.16,0.27,170.608,21.2134
3378759,2MASXJ07584500+3715422,11972.9,12048.518787311494,36.16,0.19,170.608,14.9279
3788163,2MASXJ12240523+2818320,9160.8,9328.75362539324,36.16,0.46,170.608,36.1413
3808104,2MASXJ13265560-2442448,13886.1,13841.669098279455,36.16,0.67,170.608,52.6406
3808192,2MASXJ13271440+3347105,11880.4,12100.552954754547,36.16,0.46,170.608,36.1413
3842901,2MASXJ15151923+0543134,12964.1,13119.869401624732,36.16,0.46,170.608,36.1413
3845513,2MASXJ15224423+0830134,10068.8,10239.621548813702,36.16,0.09,170.608,7.07112
4076465,6dFJ0640297-272854,12147.5,11893.67145741869,36.16,0.55,170.608,43.2124
44725,PGC044725,11102.7,11286.376763216975,36.161,0.26175,170.686,20.5746
83387,PGC083387,10568.5,10561.19255553263,36.164,0.363324,170.923,28.5983
2404,IC1568,11966.3,11948.68330865727,36.1669,0.274565,171.148,21.6403
73243,PGC073243,10626.4,10394.010057486914,36.1672,0.255993,171.179,20.1801
48536,NGC5274,13273.8,13487.800831234475,36.1676,0.458636,171.207,36.1607
48572,PGC048572,13150.6,13364.307248300109,36.1676,0.458636,171.207,36.1607
832,PGC000832,10751.3,10838.211056123155,36.17,0.2,171.396,15.7861
2665,PGC002665,8516.4,8402.954233460196,36.17,0.56,171.396,44.2012
16584,PGC016584,12279.2,12060.523468323356,36.17,0.63,171.396,49.7263
43846,PGC043846,13553.5,13538.68597492984,36.17,0.55,171.396,43.4119
51099,PGC051099,13176.1,13319.66762157405,36.17,0.46,171.396,36.3081
53789,PGC053789,11398.1,11601.474571940544,36.17,0.33,171.396,26.0471
55267,PGC055267,9756.5,10001.9030430719,36.17,0.46,171.396,36.3081
56639,PGC056639,8373.7,8485.523404880947,36.17,0.62,171.396,48.937
58261,PGC058261,8503.7,8793.723585173137,36.17,0.23,171.396,18.154
63673,ESO025-014,11932.5,11682.343861858128,36.17,0.53,171.396,41.8332
65579,PGC065579,12535.9,12369.875254005656,36.17,0.25,171.396,19.7327
81763,PGC081763,13012.9,12812.265604194925,36.17,0.72,171.396,56.8301
91361,PGC091361,11413.8,11708.867257278212,36.17,0.0264575,171.396,2.08831
95949,PGC095949,12686.0,12610.598216398072,36.17,0.68,171.396,53.6728
120458,PGC120458,10121.1,10185.147083994152,36.17,0.54,171.396,42.6226
138472,PGC138472,10610.0,10684.746554691508,36.17,0.239931,171.396,18.9379
147099,PGC147099,12914.6,12704.204459298895,36.17,0.49,171.396,38.676
156014,PGC156014,13906.7,13840.565383318886,36.17,0.57,171.396,44.9905
177716,PGC177716,11187.6,10969.283023442571,36.17,0.48,171.396,37.8867
834749,PGC834749,13741.4,13706.03391314786,36.17,0.54,171.396,42.6226
873076,PGC873076,10984.6,11012.251869656737,36.17,0.79,171.396,62.3552
901859,PGC901859,12982.1,12991.671160813896,36.17,0.73,171.396,57.6194
951186,PGC951186,13510.3,13381.364718254184,36.17,0.56,171.396,44.2012
1123982,PGC1123982,6945.1,7089.1492439108915,36.17,0.7,171.396,55.2515
1187662,PGC1187662,9662.5,9547.607969693143,36.17,0.46,171.396,36.3081
1212621,PGC1212621,11001.6,10941.699193514622,36.17,0.46,171.396,36.3081
2291215,PGC2291215,9967.9,10245.027164521074,36.17,0.46,171.396,36.3081
2342745,PGC2342745,10313.4,10470.869864515498,36.17,0.16,171.396,12.6289
2344228,PGC2344228,10979.8,11137.27148560324,36.17,0.16,171.396,12.6289
2346373,PGC2346373,10771.9,10929.650399544313,36.17,0.16,171.396,12.6289
2348266,PGC2348266,10690.8,10848.880528488884,36.17,0.16,171.396,12.6289
2350618,PGC2350618,10439.9,10597.766647393102,36.17,0.16,171.396,12.6289
2689047,PGC2689047,12491.4,12738.005534124937,36.17,0.46,171.396,36.3081
3088895,PGC3088895,13314.4,13513.990304776133,36.17,0.46,171.396,36.3081
3384968,2MASXJ13154272+6236388,12371.3,12651.243579684173,36.17,0.46,171.396,36.3081
3706279,2MASXJ06004536-6031223,10800.0,10485.20705098036,36.17,0.66,171.396,52.0942
3725338,2MASXJ07555259-8052261,11939.8,11646.97424955361,36.17,0.6,171.396,47.3584
3844528,2MASXJ15200687+0328348,10889.9,11036.840164104528,36.17,0.46,171.396,36.3081
4077298,6dFJ1637539-670453,6691.7,6493.581227489694,36.17,0.78,171.396,61.5659
4078352,6dFJ1917496-161840,12237.4,12285.554029073135,36.17,0.56,171.396,44.2012
175978,PGC175978,10316.6,10148.845679770351,36.1707,0.533002,171.453,42.0842
19553,ESO366-017,10012.0,9731.458300064729,36.1711,0.28191,171.479,22.2622
13007,ESO418-007,11043.1,10792.432805678829,36.1715,0.279722,171.512,22.0937
63983,ESO339-024,12207.6,12125.750636884655,36.1726,0.268348,171.604,21.2066
15458,UGC03083,10230.0,10091.073413319093,36.1727,0.288244,171.61,22.7797
65547,ESO187-020,13027.4,12862.139519550396,36.1731,0.319147,171.64,25.2263
65661,PGC065661,12694.4,12528.029582950885,36.1745,0.316224,171.749,25.0112
12795,NGC1327,12807.9,12568.553627398047,36.1746,0.253636,171.763,20.0625
64313,ESO284-030,9507.6,9396.757772820543,36.175,0.265995,171.791,21.0436
53907,ESO328-016,11698.5,11616.537872818577,36.1781,0.271206,172.04,21.4869
30200,PGC030200,12320.5,12552.657455191216,36.18,0.46,172.187,36.4757
37720,PGC037720,8452.1,8606.215400906034,36.18,0.33,172.187,26.1673
39750,PGC039750,10167.2,10419.371272331113,36.18,0.27,172.187,21.4096
39961,PGC039961,10277.8,10529.757281184733,36.18,0.27,172.187,21.4096
40039,PGC040039,10985.0,11237.177410618837,36.18,0.27,172.187,21.4096
44119,ESO575-030,13975.1,13945.431330287047,36.18,0.54,172.187,42.8193
45603,PGC045603,10885.5,11126.112270917325,36.18,0.23,172.187,18.2378
48540,PGC048540,12706.1,12861.258761846615,36.18,0.2,172.187,15.859
48759,PGC048759,8910.0,9101.564200139996,36.18,0.2,172.187,15.859
53137,PGC053137,9058.6,9234.256727558064,36.18,0.46,172.187,36.4757
54608,PGC054608,11657.9,11791.506124350626,36.18,0.46,172.187,36.4757
56435,PGC056435,11569.0,11859.549492255766,36.18,0.46,172.187,36.4757
56956,PGC056956,12381.3,12579.444679049222,36.18,0.46,172.187,36.4757
58514,UGC10450,9773.5,10056.604539485492,36.18,0.2,172.187,15.859
148316,PGC148316,11969.7,11668.14775399032,36.18,0.55,172.187,43.6122
153423,PGC153423,13159.2,13034.207408087244,36.18,0.59,172.187,46.784
175775,PGC175775,9595.1,9407.807756521519,36.18,0.51,172.187,40.4404
177417,PGC177417,8913.0,8709.335421237805,36.18,0.74,172.187,58.6783
191074,PGC191074,12487.6,12466.704037696085,36.18,0.49,172.187,38.8545
192446,PGC192446,11724.5,11752.3838416088,36.18,0.46,172.187,36.4757
195197,PGC195197,7388.6,7383.297939189413,36.18,0.61,172.187,48.3699
274868,PGC274868,12035.1,11823.762237640674,36.18,0.49,172.187,38.8545
608877,PGC608877,10386.3,10284.9094861754,36.18,0.52,172.187,41.2334
829488,PGC829488,9122.3,9128.443558583454,36.18,0.56,172.187,44.4052
856781,PGC856781,13786.9,13756.933635807403,36.18,0.55,172.187,43.6122
964400,PGC964400,9835.5,9655.39440528701,36.18,0.51,172.187,40.4404
1020805,PGC1020805,13566.8,13488.252570129429,36.18,0.85,172.187,67.4007
1046151,PGC1046151,12003.9,11955.862717035065,36.18,0.53,172.187,42.0263
1099773,PGC1099773,11855.9,11746.83453225543,36.18,0.76,172.187,60.2642
1217989,PGC1217989,11922.0,11864.148773024666,36.18,0.25,172.187,19.8237
1261104,PGC1261104,13547.0,13705.848029641535,36.18,0.46,172.187,36.4757
1261653,PGC1261653,10016.7,10176.5414364743,36.18,0.46,172.187,36.4757
1326527,PGC1326527,12646.8,12818.520067274612,36.18,0.46,172.187,36.4757
1829129,PGC1829129,12423.6,12653.039578066471,36.18,0.46,172.187,36.4757
1879703,PGC1879703,12441.5,12615.842348995073,36.18,0.46,172.187,36.4757
2041220,PGC2041220,12573.9,12665.065277380485,36.18,0.33,172.187,26.1673
2041889,PGC2041889,12841.2,12932.58324336131,36.18,0.33,172.187,26.1673
2075268,PGC2075268,8980.9,9234.497634626194,36.18,0.33,172.187,26.1673
2225924,PGC2225924,10984.1,11225.587980801918,36.18,0.23,172.187,18.2378
2227122,PGC2227122,10782.6,11023.908101274948,36.18,0.23,172.187,18.2378
2275817,PGC2275817,11012.1,11300.358443809682,36.18,0.46,172.187,36.4757
2294638,PGC2294638,10868.5,11156.55175466742,36.18,0.33,172.187,26.1673
2388263,PGC2388263,13412.6,13570.813392537495,36.18,0.46,172.187,36.4757
3082337,PGC3082337,13999.9,13898.259179357896,36.18,0.52,172.187,41.2334
3087814,PGC3087814,13617.1,13731.069820601782,36.18,0.46,172.187,36.4757
3091428,PGC3091428,10366.5,10347.955748505949,36.18,0.46,172.187,36.4757
3091489,PGC3091489,9848.2,10038.026627660556,36.18,0.46,172.187,36.4757
3490491,2MASXJ15015919+4722078,11287.1,11575.3726209116,36.18,0.33,172.187,26.1673
3693358,2MASXJ05075769-7107071,13374.3,13062.833762105836,36.18,0.65,172.187,51.5417
3705440,2MASXJ05563777-3721388,13219.3,12932.457403950797,36.18,0.55,172.187,43.6122
3716469,2MASXJ07035143-5419122,12404.7,12099.975822251992,36.18,0.55,172.187,43.6122
3780345,2MASXJ11585843+2822015,8206.5,8360.51399158545,36.18,0.33,172.187,26.1673
4076584,6dFJ0715352-363217,9315.3,9043.780503073018,36.18,0.6,172.187,47.577
48038,ESO577-012,11872.7,11864.966632427664,36.1814,0.263357,172.299,20.8965
166847,PGC166847,12414.0,12535.344715127787,36.1827,0.240426,172.405,19.0887
54896,PGC054896,11287.1,11459.040281622625,36.1829,0.135073,172.414,10.7247
91437,PGC091437,11066.4,11361.0203930408,36.1829,0.0222361,172.414,1.76553
46965,ESO508-076,10840.7,10782.636826240318,36.1832,0.261856,172.437,20.794
84309,PGC084309,11890.0,12084.222989733073,36.1854,0.246946,172.617,19.6305
54934,PGC054934,10052.8,10224.879461940127,36.1876,0.143276,172.792,11.401
1452302,PGC1452302,13626.3,13691.619867039251,36.1876,0.231238,172.791,18.4003
56617,PGC056617,10082.0,10292.904741002078,36.1877,0.320401,172.797,25.4962
91148,PGC091148,12019.9,12282.29815208632,36.1886,0.0267706,172.868,2.13117
4000,PGC004000,12832.0,12774.460991862104,36.19,0.25,172.982,19.9152
6418,NGC0667,12022.9,11833.017958936605,36.19,0.66,172.982,52.5763
9183,PGC009183,10296.4,10294.233548150163,36.19,0.2,172.982,15.9322
13813,UGC02856,8754.7,8695.305622707852,36.19,0.2,172.982,15.9322
16614,ESO252-006,10039.6,9737.378134105913,36.19,0.55,172.982,43.8135
18761,ESO206-004,13845.2,13540.570349108184,36.19,0.62,172.982,49.3898
23848,PGC023848,12781.2,12905.055038162178,36.19,0.46,172.982,36.6441
25207,PGC025207,11886.3,12021.99347439588,36.19,0.46,172.982,36.6441
27707,PGC027707,7910.1,8001.499675233487,36.19,0.46,172.982,36.6441
29649,PGC029649,13398.3,13368.902210028435,36.19,0.46,172.982,36.6441
30476,PGC030476,12944.5,13110.308639226789,36.19,0.27,172.982,21.5085
30558,PGC030558,13236.6,13403.443687475241,36.19,0.27,172.982,21.5085
34026,PGC034026,12425.2,12450.396906501133,36.19,0.46,172.982,36.6441
44368,PGC044368,14023.5,13998.893372127242,36.19,0.52,172.982,41.4237
47075,PGC047075,13030.9,12974.454751890547,36.19,0.57,172.982,45.4068
52487,PGC052487,9492.5,9792.260105053581,36.19,0.46,172.982,36.6441
52769,PGC052769,11283.8,11557.978430935493,36.19,0.46,172.982,36.6441
53835,PGC053835,11213.7,11366.665796385518,36.19,0.21,172.982,16.7288
53948,PGC053948,11078.2,11229.140115227638,36.19,0.21,172.982,16.7288
54977,PGC054977,12700.1,12858.911495597624,36.19,0.33,172.982,26.2881
55383,PGC055383,10962.3,11098.808968472342,36.19,0.27,172.982,21.5085
57250,PGC057250,11547.6,11764.88517044789,36.19,0.2,172.982,15.9322
58245,PGC058245,10177.9,10467.887274204459,36.19,0.25,172.982,19.9152
65979,ESO464-017,11674.4,11604.482977592956,36.19,0.48,172.982,38.2373
67891,UGC11877,9387.2,9493.702403876352,36.19,0.2,172.982,15.9322
74145,PGC074145,13663.6,13736.067149212045,36.19,0.25,172.982,19.9152
112778,PGC112778,12781.3,12724.631244872706,36.19,0.79,172.982,62.9322
140626,PGC140626,9257.9,9548.321931401695,36.19,0.25,172.982,19.9152
147065,PGC147065,12898.5,12674.974797129931,36.19,0.7,172.982,55.7627
175219,PGC175219,9988.4,9797.3489762167,36.19,0.53,172.982,42.2203
181255,PGC181255,12589.4,12449.657077537726,36.19,0.57,172.982,45.4068
184839,PGC184839,12873.6,13003.339249153345,36.19,0.46,172.982,36.6441
185091,PGC185091,11081.2,11218.011740927237,36.19,0.27,172.982,21.5085
227254,PGC227254,12084.9,11835.22568835985,36.19,0.92,172.982,73.2881
859436,PGC859436,13270.0,13036.988608208145,36.19,0.25,172.982,19.9152
871387,PGC871387,13676.0,13618.73914573989,36.19,0.83,172.982,66.1186
902666,PGC902666,11123.8,10909.456507566265,36.19,0.59,172.982,47.0
978158,PGC978158,9874.1,9682.563783245423,36.19,0.86,172.982,68.5084
1106866,PGC1106866,11863.1,11990.322623123551,36.19,0.46,172.982,36.6441
1110328,PGC1110328,11356.5,11473.377077763074,36.19,0.66,172.982,52.5763
1136148,PGC1136148,11841.4,11805.493050219824,36.19,0.56,172.982,44.6102
1452689,PGC1452689,12610.3,12762.743165365873,36.19,0.27,172.982,21.5085
1481988,PGC1481988,12493.8,12501.091176285841,36.19,0.46,172.982,36.6441
2262406,PGC2262406,8093.2,8334.28958440137,36.19,0.46,172.982,36.6441
3080377,PGC3080377,9985.8,9791.949585759405,36.19,0.58,172.982,46.2034
