PGC,OBJNAME,V,V_VIR,MOD,MOD_ERR,D,D_ERR
27026,UGC05050,2181.7,2435.484950321692,31.87,0.4,23.6592,4.35819
36697,NGC3882,1836.1,1614.055324056727,31.87,0.4,23.6592,4.35819
45254,PGC045254,1123.8,1151.4622785405224,31.87,0.4,23.6592,4.35819
48917,NGC5303,1412.3,1655.237647331598,31.87,0.4,23.6592,4.35819
64616,UGC11557,1388.4,1681.5672213695586,31.87,0.4,23.6592,4.35819
86634,PGC086634,1303.0,1395.2354935956282,31.87,,23.6592,
87108,PGC087108,1591.5,1718.2544379285932,31.87,,23.6592,
135848,PGC135848,1830.0,1949.708633209606,31.87,,23.6592,
69364,NGC7339,1335.3,1472.9603004177623,31.8722,0.397782,23.6835,4.33846
23304,IC2311,1844.0,1627.9290741415903,31.8746,0.205327,23.7092,2.24186
14255,NGC1511A,1321.2,1010.5958296268731,31.877,0.389033,23.7361,4.25247
58891,NGC6236,1279.7,1590.933537239769,31.8783,0.359294,23.7501,3.92972
40115,PGC040115,1101.2,1179.5175213315583,31.8786,0.112623,23.7535,1.23197
42475,UGC07844,1863.0,2144.0575773494343,31.8789,0.480078,23.7567,5.25223
67583,NGC7145,1889.0,1720.5861504932748,31.8799,0.203472,23.767,2.22703
74873,PGC074873,1404.0,1129.0593301083154,31.88,0.22,23.7684,2.40807
29229,UGC05421,1113.0,1313.4396183795977,31.8802,0.268666,23.7708,2.94104
40649,ESO322-009,3548.4,3406.12764083045,31.881,0.301403,23.7792,3.30058
24219,ESO563-002,1653.8,1457.37231640919,31.8811,0.480078,23.7801,5.25741
33074,NGC3471,2114.5,2351.897187356384,31.882,0.599404,23.7902,6.56694
40500,NGC4391,1320.3,1589.6320363502005,31.8821,0.158813,23.7913,1.74001
57799,NGC6106,1449.6,1629.4524444502295,31.8829,0.378465,23.8002,4.14813
43671,NGC4753,1242.8,1295.6837168968166,31.8869,0.185303,23.8442,2.03475
25451,IC0512,1614.0,1884.2123492182493,31.8876,0.420793,23.852,4.62209
70264,NGC7454,2008.0,2098.6749683228654,31.8883,0.221755,23.8593,2.43656
44582,NGC4856,1339.8,1328.48448824505,31.89,0.4,23.8781,4.39851
58477,NGC6217,1368.4,1670.3932754550574,31.89,0.4,23.8781,4.39851
38524,NGC4125,1389.0,1654.0541500952197,31.8902,0.200644,23.8804,2.20654
62975,IC4839,2716.2,2566.2619960957436,31.8903,1.15397,23.8814,12.6911
28136,UGC05245,1417.2,1347.8419520823022,31.8914,0.320726,23.8935,3.52906
68870,NGC7280,1862.5,1973.6558636241016,31.8917,0.203942,23.8973,2.24441
18883,NGC2217,1618.1,1361.7273598482006,31.892,0.590721,23.8998,6.50164
66740,IC5105B,2249.2,2122.304818369392,31.8927,0.480315,23.9082,5.28833
70291,NGC7463,2262.9,2351.230105909775,31.8941,0.395933,23.9229,4.36196
29800,NGC3162,1301.3,1368.5031385266848,31.8956,0.409084,23.94,4.51007
59497,ESO138-013,2723.9,2550.3063558067956,31.8967,0.443894,23.952,4.89628
4805,UGC00866,1740.8,1664.7597825425996,31.8981,0.342421,23.9668,3.77934
40988,NGC4448,682.2,853.6834507224787,31.8983,0.425168,23.9692,4.69309
30083,NGC3190,1317.1,1382.6676144373073,31.9,0.4,23.9883,4.41881
36933,IC2963,1672.5,1666.5056643538433,31.9,0.54,23.9883,5.9654
70825,ESO407-012,11496.4,11347.133760383795,31.9,,23.9883,
38536,ESO441-007,2221.6,2100.7525326012883,31.9003,0.357662,23.9912,3.95158
25955,NGC2778,2030.5,2124.384097661362,31.9011,0.329619,24.0009,3.64323
16976,ESO305-017,1071.5,774.8439217378649,31.9031,0.492711,24.0223,5.4507
31695,ESO501-069,3975.0,3838.452385865833,31.9033,0.223175,24.0251,2.46921
44409,NGC4835,2184.4,2026.7314710758258,31.9042,0.53505,24.0349,5.9222
36137,NGC3795A,1144.8,1387.4604303921058,31.9081,0.266995,24.0775,2.96046
18051,ESO120-021,1308.0,993.0971908636169,31.91,0.54,24.0991,5.99293
57719,ESO137-014,2764.6,2604.4360214449707,31.91,0.4,24.0991,4.43921
1268744,PGC1268744,1943.5,1910.7018068497173,31.91,,24.0991,
5222,NGC0524,2422.6,2391.9966649192156,31.9122,0.251526,24.1237,2.7943
30440,NGC3226,1312.7,1372.2125524634514,31.9134,0.312166,24.1369,3.46987
34995,NGC3659,1288.0,1374.9224466911364,31.9151,0.357921,24.1555,3.98152
9549,NGC0955,1485.5,1369.0798429653794,31.9181,0.368713,24.1896,4.10735
42123,ESO442-013,1513.8,1424.7505073515317,31.9185,0.340319,24.1932,3.79162
22894,UGC04254,1804.5,1695.7872096841331,31.92,,24.2103,
35193,NGC3681,1233.0,1317.235089717737,31.92,0.4,24.2103,4.4597
37930,NGC4036,1370.3,1627.8371531607536,31.92,0.4,24.2103,4.4597
39124,NGC4200,2341.7,2434.7359673237065,31.92,,24.2103,
68138,ESO048-017,2906.8,2653.9574993955675,31.921,0.41855,24.2214,4.66866
23852,UGC04444,2085.7,2070.573448406853,31.9219,0.454694,24.232,5.07403
69094,NGC7302,2671.5,2634.3001605378263,31.9219,0.154632,24.2314,1.72553
51233,NGC5566,1529.0,1654.2164575000668,31.9246,0.546229,24.2618,6.10299
29278,NGC3120,2790.7,2594.322862699529,31.9255,0.48174,24.2719,5.38472
11248,PGC011248,2374.4,2231.3444954834945,31.9258,0.479469,24.2749,5.35998
18797,NGC2146,896.4,1138.9509567186235,31.927,0.609443,24.288,6.81664
62806,NGC6764,2412.4,2712.721994356159,31.9294,0.434296,24.3155,4.86311
14773,IC2056,1132.4,819.4330922770471,31.93,0.43,24.322,4.81631
19589,ESO490-045,1708.4,1459.099043332495,31.93,0.289672,24.3216,3.24448
33562,UGC06151,1332.2,1417.2868766172976,31.93,0.4,24.322,4.48029
37504,UGC06912,1305.2,1553.5016534119973,31.93,0.4,24.322,4.48029
69844,UGC12212,893.2,1045.6949315722727,31.93,0.4,24.322,4.48029
37912,IC0755,1531.3,1624.6796479991062,31.9301,0.520094,24.323,5.82566
71729,NGC7689,1969.2,1739.3919465162378,31.9302,0.346542,24.3247,3.88193
54716,ESO514-007,2297.1,2303.5846501093374,31.9349,0.297818,24.3766,3.34326
36029,UGC06603,1624.0,1793.4252039195221,31.9358,0.325707,24.3873,3.65793
51286,NGC5577,1489.1,1612.380294953073,31.9367,0.439496,24.3968,4.93781
12838,NGC1332,1526.6,1302.2987343954828,31.9368,0.133405,24.398,1.4989
5794,UGC01112,1710.1,1642.6507216896123,31.9374,0.336657,24.4052,3.7837
51270,NGC5574,1586.5,1708.7119943404884,31.9387,0.196015,24.4199,2.20435
8232,IC0210,1933.1,1786.6032648593587,31.9391,0.428953,24.4239,4.8247
5072,PGC005072,2695.9,2657.4121475337543,31.94,0.420595,24.4343,4.73271
29141,ESO092-006,2186.2,1913.4574140547115,31.94,0.54,24.4343,6.0763
31822,ESO437-040,3746.8,3588.962797996198,31.94,0.54,24.4343,6.0763
35041,NGC3664,1386.8,1405.3669881223987,31.94,0.4,24.4343,4.50097
44858,UGC08127,1466.9,1521.3297102033102,31.94,0.4,24.4343,4.50097
45840,UGC08276,912.6,1009.2119491400786,31.94,,24.4343,
52456,NGC5725,1627.0,1753.0969006801233,31.94,,24.4343,
31094,NGC3258D,2486.6,2299.766403384811,31.9422,0.724764,24.4593,8.16367
44952,PGC044952,1345.4,1336.4308623213533,31.9436,0.407592,24.4748,4.594
29311,NGC3136,1706.0,1431.0541275862079,31.944,0.182617,24.4792,2.05866
46541,NGC5087,1816.1,1788.7419397306198,31.9492,0.467445,24.5383,5.28227
37700,UGC06969,1111.3,1349.198320178771,31.95,0.36,24.5471,4.06957
43147,NGC4682,2322.3,2328.519764857649,31.95,0.378656,24.5474,4.28052
61169,UGC11059,2908.1,3110.228336213248,31.95,0.54,24.5471,6.10435
72977,UGC12856,1771.9,1829.5917794578227,31.95,0.4,24.5471,4.52174
26981,NGC2904,2339.1,2138.4097254075905,31.9521,0.308907,24.5714,3.49545
68199,NGC7218,1660.0,1624.0716480121755,31.9534,0.301201,24.5858,3.41025
40566,IC3322A,995.0,1071.75972848895,31.9568,0.382602,24.6244,4.33869
13287,PGC013287,1405.0,1134.0921422247484,31.96,0.33,24.6604,3.74766
22446,UGC04148,722.4,823.3058685661636,31.96,0.412428,24.6603,4.68373
47371,UGC08489,1293.4,1547.5727148118801,31.96,0.4,24.6604,4.54261
50600,NGC5483,1773.4,1656.8385555138923,31.96,0.4,24.6604,4.54261
64511,ESO596-019,3338.7,3346.54335053626,31.96,0.2,24.6604,2.27131
41050,NGC4451,859.5,947.6830214622153,31.9609,0.403454,24.6705,4.58372
11065,UGC02392,1547.1,1600.3814059683955,31.9623,0.307483,24.6869,3.4957
13184,IC1953,1862.3,1635.367376245733,31.9633,0.477804,24.6978,5.43442
70676,NGC7507,1606.6,1478.8458648040664,31.9637,0.169979,24.702,1.93363
67557,NGC7144,1924.4,1754.768574216584,31.965,0.171697,24.7174,1.95439
70420,UGC12344,1628.9,1727.7013181929042,31.9666,0.25729,24.7359,2.93087
51400,UGC09215,1396.2,1512.3769383002802,31.9674,0.354236,24.7441,4.03655
60216,ESO138-024,2860.9,2698.654761481432,31.9675,0.700113,24.746,7.97847
31697,UGC05791,854.9,1043.0547674510617,31.9688,0.339959,24.761,3.8765
24913,ESO563-031,1699.3,1528.099153718926,31.97,0.56,24.7742,6.38901
30133,PGC030133,1080.4,1143.8934873430787,31.97,,24.7742,
31275,UGC05739,2969.2,3005.837913471777,31.97,0.54,24.7742,6.16083
34917,NGC3652,1990.8,2161.9138124748547,31.97,0.397133,24.7737,4.53077
44735,PGC044735,1581.6,1584.2218392036648,31.97,0.4,24.7742,4.56358
26003,ESO091-003,1905.2,1621.1300843696029,31.9732,0.607268,24.8104,6.9384
29865,UGC05524,1641.0,1705.7682517498276,31.9772,0.483029,24.8562,5.52908
40251,NGC4343,997.4,1071.6232903178588,31.9777,0.487054,24.8627,5.57663
37621,UGC06940,1111.4,1348.425632393609,31.98,0.36,24.8886,4.12618
39067,UGC07239,1222.3,1294.4156748098626,31.98,0.4,24.8886,4.58464
46306,PGC046306,1243.2,1312.0080889044507,31.98,,24.8886,
16911,NGC1853,1409.1,1093.995795237423,31.9801,0.435575,24.8895,4.99259
71785,UGC12675,3040.2,3141.269066629864,31.9836,0.378122,24.9304,4.34117
65249,IC5039,2707.8,2652.4468449549645,31.9851,0.450158,24.9468,5.1716
36192,NGC3795,1207.7,1451.4299333245137,31.9868,0.34928,24.967,4.01593
46330,NGC5061,2035.0,1975.5522438379205,31.9878,0.586882,24.9787,6.75095
30059,NGC3185,1235.5,1300.1083816291155,31.9885,0.369904,24.9856,4.25623
33432,NGC3512,1371.7,1492.6033638712852,31.99,0.4,25.0035,4.60581
37196,IC2969,1570.5,1572.583292820472,31.99,0.54,25.0035,6.21784
67379,NGC7137,1692.1,1851.6350868056757,31.99,0.4,25.0035,4.60581
86629,PGC086629,1052.3,1135.276844570781,31.99,,25.0035,
92915,PGC092915,1329.6,1361.6467453432876,31.99,,25.0035,
1714,PGC001714,1382.5,1355.924127107497,31.9927,0.367253,25.0347,4.23402
24711,IC2389,2380.7,2620.6366783310023,31.993,0.328037,25.0381,3.78241
5329,PGC005329,1995.5,1898.046532300564,31.9931,0.47985,25.0397,5.53324
32368,UGC05921,1408.5,1520.3437198745596,31.9936,0.604027,25.0445,6.96651
50905,IC4386,1875.4,1757.4275959721917,31.9938,0.32429,25.0477,3.74065
13434,NGC1398,1399.3,1154.1268291795643,31.9955,0.494842,25.0663,5.7122
53932,NGC5846,1749.0,1882.348576140479,31.9969,0.152678,25.0833,1.76362
28485,NGC3041,1403.1,1428.9865496258979,31.9975,0.340874,25.0899,3.93857
70800,NGC7531,1596.9,1408.1701592636525,31.9984,0.313421,25.1006,3.6229
37037,UGC06816,887.9,1130.2817383823206,31.9995,0.520363,25.113,6.01799
71800,IC5333,2009.9,1753.509407798263,31.9995,0.537291,25.1136,6.21389
4112990,SDSSJ142044.53+083735.8,1300.1,1447.15710263654,32.0,,25.1189,
18377,ESO488-060,1801.5,1546.3928700958093,32.001,0.357108,25.1308,4.13287
19813,UGC03587,1266.6,1227.758681222092,32.0013,0.326946,25.1338,3.78425
55435,NGC5951,1778.5,1980.4198115905647,32.0017,0.366012,25.1382,4.23717
61399,NGC6549,6695.0,6923.419713404949,32.0052,0.708801,25.1789,8.21877
39113,UGC07249,605.2,701.0678251053239,32.0054,0.373599,25.1812,4.33238
33788,ESO438-005,1498.0,1359.272194874447,32.0056,0.259806,25.1836,3.0131
11403,NGC1160,2528.1,2636.806190557196,32.0082,0.322879,25.2143,3.74915
10407,UGC02221,832.5,871.7854971629009,32.01,0.0591608,25.2348,0.687511
36506,NGC3846A,1428.1,1664.559946750736,32.01,0.4,25.2348,4.64842
46896,NGC5121,1471.3,1363.016074364396,32.01,0.4,25.2348,4.64842
49468,NGC5356,1369.8,1489.1903302561661,32.01,0.437038,25.235,5.07888
52291,NGC5691,1921.8,2034.13611813814,32.01,,25.2348,
10330,NGC1079,1453.0,1216.245109683475,32.0109,0.384792,25.2448,4.47346
47394,NGC5170,1502.4,1493.3180861517928,32.011,0.436616,25.2465,5.07629
33615,NGC3522,1206.6,1293.3416627608453,32.012,0.159393,25.2576,1.85399
32671,NGC3443,1110.3,1176.8572723447987,32.0122,0.344454,25.2607,4.00703
61353,PGC061353,1797.1,1978.0174700895652,32.013,0.522376,25.2697,6.07896
18315,IC0441,2213.3,2008.5259191310959,32.0145,0.297588,25.2871,3.46544
23997,NGC2613,1676.6,1475.6845185991176,32.0155,0.557665,25.299,6.49714
61165,UGC11057,2863.3,3067.335785001863,32.0157,0.472615,25.3006,5.50661
33957,ESO438-010,1490.4,1354.7696979880197,32.0163,0.319084,25.3076,3.7188
6675,IC0163,2748.8,2761.8852794499103,32.0178,0.375878,25.3255,4.3838
12798,PGC012798,1874.3,1669.8753273084958,32.019,0.33871,25.3394,3.95249
14407,ESO359-016,1410.2,1131.2772394997749,32.02,0.4,25.3513,4.66988
39025,NGC4189,2108.2,2206.356842546122,32.02,0.454747,25.3518,5.30914
42868,PGC042868,1430.7,1456.6135029250709,32.02,0.4,25.3513,4.66988
46801,PGC046801,6470.2,6612.01394810304,32.02,1.06,25.3513,12.3752
32532,UGC05958,1184.0,1296.6861649221676,32.0202,0.370414,25.3531,4.32479
70094,IC5267,1712.9,1533.2783954678796,32.0202,0.571269,25.3533,6.66992
69650,UGC12178,1929.1,1983.3171810824701,32.021,0.481596,25.3628,5.62505
11643,IC0284,2722.8,2817.2474940544143,32.0221,0.487909,25.3752,5.70157
69472,UGC12160,1554.0,1829.1152926417656,32.0277,0.301505,25.4412,3.53247
34445,ESO377-034,2612.7,2451.6570252235942,32.028,0.460332,25.4449,5.39407
5744,PGC005744,1946.5,1887.0523678647246,32.03,0.4,25.4683,4.69143
16402,IC0391,1554.5,1795.6446978713823,32.03,0.4,25.4683,4.69143
51449,UGC09225,1253.8,1400.9443121792517,32.03,,25.4683,
51503,UGC09242,1466.9,1727.5443160984757,32.0307,0.34105,25.4764,4.00131
19531,NGC2280,1912.3,1658.8586211273173,32.032,0.40898,25.4919,4.8012
51275,NGC5576,1422.1,1544.528137062134,32.0325,0.171796,25.4978,2.01726
72367,NGC7750,2929.8,2931.198665309999,32.0334,0.498514,25.5082,5.85602
27734,NGC2966,2041.5,2001.5558825604749,32.0335,0.727348,25.5094,8.54454
2526,ESO540-016,1553.9,1417.4280359291356,32.035,0.429184,25.5266,5.04524
41719,NGC4519,1221.9,1310.254516193519,32.0353,0.718938,25.5311,8.45292
15455,ESO202-035,1871.8,1564.7111891113132,32.0367,0.388772,25.5471,4.57386
46246,ESO508-034,1909.3,1856.6457505515707,32.037,0.351763,25.5501,4.13893
43254,NGC4698,1008.6,1105.2607713746402,32.0372,0.467931,25.5523,5.50628
38799,ESO441-017,2138.3,2022.9222420880265,32.0384,0.731136,25.5675,8.6086
60459,NGC6384,1664.4,1847.907060924455,32.0391,0.503216,25.5747,5.92667
13471,ESO548-063,1971.4,1748.2905087090767,32.04,0.43,25.5859,5.06657
29512,IC2554,1399.6,1125.7737252836916,32.04,0.34,25.5859,4.00613
55887,UGC10054,1498.1,1792.5669966960036,32.04,0.4,25.5859,4.71309
13738,NGC1439,1667.9,1436.4523444640517,32.0408,0.221871,25.5958,2.61526
37617,NGC3992,1047.2,1284.508818823363,32.0441,0.411198,25.6337,4.85409
42045,UGC07774,531.1,747.0804039897134,32.0465,0.585278,25.6627,6.91688
2492,PGC002492,1552.3,1421.7660439185297,32.0474,0.479672,25.6727,5.67102
39344,UGC07301,706.3,931.6456881053625,32.0474,0.314257,25.6734,3.71548
70110,IC5269,2026.6,1875.4367210194462,32.0474,0.16052,25.6732,1.89783
32550,ESO569-014,2053.8,1941.2713448036327,32.0495,0.378457,25.6986,4.4789
13324,NGC1377,1784.8,1559.1777867117726,32.05,0.4,25.704,4.73484
25876,NGC2777,1480.8,1435.3229049044933,32.05,,25.704,
30010,NGC3177,1287.8,1349.0764920147421,32.05,0.4,25.704,4.73484
60084,UGC10805,1553.7,1768.7405645199015,32.05,0.4,25.704,4.73484
13505,NGC1407,1791.4,1573.5605556946043,32.0509,0.387561,25.7148,4.58953
66463,NGC7041,1945.6,1789.660765265624,32.0526,0.249825,25.7342,2.96069
61542,ESO140-006,2367.8,2205.550982111487,32.053,0.312489,25.7401,3.70416
5849,NGC0613,1483.5,1274.804258242992,32.0537,0.467967,25.7473,5.54871
42692,NGC4629,1109.1,1155.2497473072765,32.0556,0.660931,25.7705,7.84377
54097,NGC5861,1858.1,1927.7314566460834,32.0558,0.33385,25.7729,3.96242
5139,NGC0514,2471.0,2457.7502488847,32.0578,0.374619,25.7968,4.45043
20916,NGC2380,1782.0,1538.8594845456373,32.0588,0.226513,25.8081,2.69213
32652,UGC05990,1572.2,1714.2800151349086,32.06,0.4,25.8226,4.7567
39697,UGC07370,2207.6,2256.0337391688713,32.06,0.2,25.8226,2.37835
47932,NGC5230,6860.8,7007.749335100068,32.06,0.98,25.8226,11.6539
49563,NGC5377,1795.6,2063.7500136079248,32.0637,0.362346,25.8667,4.31627
20047,NGC2325,2157.2,1904.5297945204713,32.0649,0.201128,25.8809,2.39716
48534,UGC08684,2200.6,2485.592234452267,32.0661,0.391743,25.8951,4.67158
9054,NGC0907,1655.0,1456.0657879750872,32.0674,0.339778,25.9102,4.05426
51431,NGC5611,1954.5,2196.59758333642,32.0677,0.164849,25.914,1.96729
52825,NGC5756,2143.2,2186.3714339065896,32.0677,0.36278,25.9144,4.32943
39125,ESO380-001,2689.4,2556.780698940246,32.0686,0.906115,25.9251,10.818
32533,NGC3414,1459.7,1572.950495380874,32.0689,0.204634,25.9288,2.44347
6750,UGC01294,2860.5,2885.5736374077055,32.07,0.2,25.9418,2.38933
11552,NGC1171,2742.1,2842.303259585151,32.07,0.614864,25.9424,7.34572
28627,PGC028627,1281.2,1267.5860506332638,32.07,,25.9418,
52550,NGC5733,1702.3,1816.9325916579537,32.07,,25.9418,
84268,PGC084268,1772.5,1924.817884709501,32.07,,25.9418,
63395,IC4871,1925.9,1758.9152252445358,32.0732,0.386184,25.9803,4.62045
13561,ESO482-035,1884.1,1646.7718378010125,32.0738,0.314168,25.9873,3.75984
32719,NGC3403,1261.7,1523.3095061920294,32.0747,0.394761,25.9979,4.72627
55081,ESO582-012,2317.4,2334.5029597465573,32.0747,0.377697,25.9984,4.52206
42833,NGC4651,799.8,929.435320219217,32.0752,0.227297,26.0042,2.72197
36973,UGC06802,1251.6,1481.9375676849606,32.0757,0.299294,26.0103,3.585
9028,UGC01839,1542.0,1431.5918691253266,32.0769,0.522549,26.0249,6.26271
31126,IC2589,3664.9,3522.9779607820833,32.0769,0.47985,26.0238,5.75072
25556,UGC04781,1450.0,1397.7652723698457,32.0774,0.268378,26.0304,3.21717
8788,UGC01773,3616.7,3577.47970627579,32.08,0.2,26.0615,2.40036
34198,UGC06258,1418.7,1516.4003509367494,32.08,0.4,26.0615,4.80071
36232,PGC036232,1539.9,1710.8118697285288,32.08,0.2,26.0615,2.40036
42545,NGC4608,1841.3,1941.347995638625,32.08,0.4,26.0615,4.80071
51719,PGC051719,1548.0,1660.8859234046247,32.08,,26.0615,
52365,NGC5701,1505.6,1645.8822065987379,32.08,0.4,26.0615,4.80071
135728,PGC135728,1899.5,1844.2170789406557,32.08,,26.0615,
27045,ESO434-011,2560.2,2360.4581619219016,32.081,0.451042,26.0738,5.41587
29036,UGC05393,1449.8,1558.983489051745,32.0816,0.478507,26.0808,5.74719
26071,UGC04841,1126.9,1372.7864563296177,32.0817,0.641958,26.082,7.71069
24479,ESO563-014,1710.6,1525.4699079535606,32.0823,0.420867,26.0886,5.0564
6983,NGC0720,1717.3,1561.0365778843873,32.0838,0.266643,26.1069,3.20576
30630,UGC05646,1371.5,1405.8296447228113,32.0852,0.518048,26.1241,6.23242
21120,UGC03876,862.4,879.5923600045335,32.0858,0.501586,26.1308,6.03592
38464,IC3005,1722.9,1610.2778126549392,32.0871,0.378799,26.1471,4.56119
71031,NGC7590,1585.2,1399.363964973952,32.0894,0.188671,26.1747,2.27422
39801,NGC4281,2727.9,2792.614560350761,32.0895,0.342092,26.1752,4.12362
31765,PGC031765,4514.8,4361.665292320712,32.09,0.25,26.1818,3.01429
61641,UGC11193,1512.1,1822.3717301764998,32.09,0.4,26.1818,4.82287
74792,PGC074792,,1524.3980573076328,32.09,0.37,26.1818,4.46116
54119,NGC5869,2074.0,2203.086845213742,32.0901,0.222316,26.1827,2.6806
25376,NGC2731,2582.4,2537.7505345916534,32.0907,0.50009,26.1897,6.03149
47549,NGC5188,2415.0,2323.396200251173,32.0918,0.388266,26.203,4.68518
39718,NGC4270,2372.4,2437.142567938536,32.0929,0.492095,26.2163,5.94109
53499,NGC5792,1924.0,2041.2788662866783,32.0929,0.343649,26.2163,4.1489
45701,ESO443-079,2125.0,2056.0341143720398,32.0936,0.316594,26.2257,3.82362
30714,NGC3245A,1324.3,1426.730161735469,32.0945,0.365113,26.2364,4.41141
60003,NGC6339,2108.5,2404.12510250716,32.0962,0.367091,26.2564,4.43869
56033,ESO450-014,2199.2,2186.7927418139384,32.0967,0.0251661,26.2623,0.304365
68389,IC5176,1746.1,1507.5109929770088,32.0977,0.442086,26.2754,5.34935
69031,UGC12069,2364.8,2642.4445839303185,32.0989,0.517895,26.2891,6.26993
28840,ESO435-019,2811.2,2625.931503947891,32.099,0.501917,26.2907,6.07686
32496,UGC05948,1119.5,1175.9983841927115,32.1,,26.3027,
35042,NGC3664A,1328.5,1346.5726149743682,32.1,,26.3027,
40408,PGC040408,1757.0,1817.7903820416982,32.1,0.54,26.3027,6.54093
47951,UGC08588,1445.9,1703.691012926587,32.1,0.4,26.3027,4.84513
56334,NGC6012,1854.5,2060.10425107121,32.1,0.4,26.3027,4.84513
37476,ESO572-018,1596.3,1531.470937506801,32.1009,0.381836,26.3136,4.62704
22369,UGC04121,1089.7,1263.8241620806562,32.1013,0.632801,26.3179,7.66945
24063,ESO431-017,1986.7,1755.307004509791,32.1015,0.559991,26.321,6.78781
70213,NGC7448,2191.7,2281.1599928798178,32.1025,0.360846,26.3333,4.37595
61214,UGC11074,1895.5,2077.4662073460318,32.103,0.414758,26.3385,5.03074
39979,ESO321-025,2148.3,2001.145362998066,32.1033,0.852713,26.3424,10.3443
67248,NGC7115,3458.9,3395.938296756597,32.1033,0.353385,26.3423,4.28695
3667,UGC00634,2212.4,2185.675066877263,32.1036,0.305447,26.3467,3.70601
20008,UGC03630,1763.4,1636.2578435305413,32.104,0.135916,26.3513,1.64937
56077,IC4555,2663.9,2420.4758981869095,32.104,0.419291,26.3511,5.08815
56001,UGC10025,1521.3,1673.0527948461274,32.105,0.28304,26.3632,3.43631
38645,NGC4142,1159.7,1400.9340631057516,32.1053,0.334557,26.3674,4.0624
22174,ESO035-018,1764.6,1466.9898051289533,32.1063,0.363476,26.3796,4.4156
35088,NGC3672,1865.1,1820.6923743771558,32.1082,0.287047,26.4026,3.49016
89942,PGC089942,3166.4,3363.6043115649186,32.1084,0.479545,26.405,5.83124
18445,ESO489-006,2224.1,1978.1032451553415,32.1085,0.410391,26.4056,4.99046
46502,ESO269-085,2867.6,2714.4237996665274,32.109,0.485419,26.4119,5.90423
6703,PGC006703,1444.5,1290.670723356594,32.1094,0.483091,26.4171,5.87706
33952,NGC3568,2439.8,2265.7994516701956,32.1102,0.569677,26.4262,6.93282
28795,UGC05349,1377.1,1503.102400966126,32.1107,0.481747,26.432,5.86402
45487,ESO508-011,2608.1,2562.779570669519,32.1129,0.3362,26.4596,4.09664
51787,NGC5638,1657.4,1783.5644483843753,32.1143,0.20629,26.4771,2.51533
40179,NGC4324,1663.5,1729.300421418454,32.1163,0.25756,26.501,3.1433
45643,NGC4995,1743.2,1773.7239318134577,32.1172,0.357587,26.5121,4.36588
32072,UGC05858,6479.1,6532.853775939237,32.12,1.63,26.5461,19.9266
43826,NGC4775,1566.8,1593.9310202320385,32.12,0.4,26.5461,4.88996
57544,ESO100-013,3315.5,3131.773646070899,32.12,0.54,26.5461,6.60145
